09535200K;Jorge;Navarro;Gran vía Santa Ana 524;Camas;41900;636829677;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('09535200K,'Jorge,'Navarro,'Gran vía Santa Ana 524,'Camas,41900,636829677);"
23188542B;Noelia;Solano;Camino San Juan 983;Castilleja de la Cuesta;41950;642763403;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('23188542B,'Noelia,'Solano,'Camino San Juan 983,'Castilleja de la Cuesta,41950,642763403);"
54126086W;Hugo;Alonso;Corredera Constitución 884;Castilleja de la Cuesta;41950;631655429;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('54126086W,'Hugo,'Alonso,'Corredera Constitución 884,'Castilleja de la Cuesta,41950,631655429);"
88183711D;Candido;Mas;Cuesta Rafael Alberti 380;Castilleja de la Cuesta;41950;636941478;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('88183711D,'Candido,'Mas,'Cuesta Rafael Alberti 380,'Castilleja de la Cuesta,41950,636941478);"
85786705V;Elsa;Navarrete;Gran vía Miguel Hernández 514;Castilleja de la Cuesta;41950;664687760;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('85786705V,'Elsa,'Navarrete,'Gran vía Miguel Hernández 514,'Castilleja de la Cuesta,41950,664687760);"
27618889Y;Faustino;Becerra;Carrera San Isidro 277;Castilleja de la Cuesta;41950;619764847;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('27618889Y,'Faustino,'Becerra,'Carrera San Isidro 277,'Castilleja de la Cuesta,41950,619764847);"
97828378V;Ezequiel;Alcaraz;Corredera Pedralbes 103;Castilleja de la Cuesta;41950;658766497;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('97828378V,'Ezequiel,'Alcaraz,'Corredera Pedralbes 103,'Castilleja de la Cuesta,41950,658766497);"
22457411G;Maria Ines;Borrego;Vereda de España 145;Castilleja de la Cuesta;41950;656154287;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('22457411G,'Maria Ines,'Borrego,'Vereda de España 145,'Castilleja de la Cuesta,41950,656154287);"
34328454B;Lucia;Luque;Vereda Madrid 428;Castilleja de la Cuesta;41950;669010267;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('34328454B,'Lucia,'Luque,'Vereda Madrid 428,'Castilleja de la Cuesta,41950,669010267);"
09234722S;Eladio;Rivero;Gran vía Madrid 406;Castilleja de la Cuesta;41950;652846917;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('09234722S,'Eladio,'Rivero,'Gran vía Madrid 406,'Castilleja de la Cuesta,41950,652846917);"
32647127F;Antoni;Del Pozo;Ronda Rafael Alberti 906;Castilleja de la Cuesta;41950;659893374;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('32647127F,'Antoni,'Del Pozo,'Ronda Rafael Alberti 906,'Castilleja de la Cuesta,41950,659893374);"
01132828D;Jacobo;Martinez;Pasaje San Roque 170;Castilleja de la Cuesta;41950;631518949;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('01132828D,'Jacobo,'Martinez,'Pasaje San Roque 170,'Castilleja de la Cuesta,41950,631518949);"
78289899S;Izan;Paniagua;Corredera Manuel de Falla 258;Castilleja de la Cuesta;41950;638809543;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('78289899S,'Izan,'Paniagua,'Corredera Manuel de Falla 258,'Castilleja de la Cuesta,41950,638809543);"
27402251M;Juan Francisco;Parra;Corredera María Zambrano 80;Castilleja de la Cuesta;41950;623264975;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('27402251M,'Juan Francisco,'Parra,'Corredera María Zambrano 80,'Castilleja de la Cuesta,41950,623264975);"
21807142Z;Arturo;Martinez;Pasaje Santa Ana 206;Castilleja de la Cuesta;41950;606129462;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('21807142Z,'Arturo,'Martinez,'Pasaje Santa Ana 206,'Castilleja de la Cuesta,41950,606129462);"
44989357T;Josefa;Rojas;Cuesta Ramón y Cajal 694;Castilleja de la Cuesta;41950;684533747;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('44989357T,'Josefa,'Rojas,'Cuesta Ramón y Cajal 694,'Castilleja de la Cuesta,41950,684533747);"
25060954Q;Virginia;Miguel;Callejón Catalunya 674;Castilleja de la Cuesta;41950;672040240;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('25060954Q,'Virginia,'Miguel,'Callejón Catalunya 674,'Castilleja de la Cuesta,41950,672040240);"
80393436H;Guillem;Pereira;Calle San José 697;Castilleja de la Cuesta;41950;665671835;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('80393436H,'Guillem,'Pereira,'Calle San José 697,'Castilleja de la Cuesta,41950,665671835);"
29199256C;Joaquina;Bernal;Vía Pedralbes 943;Castilleja de la Cuesta;41950;652704963;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('29199256C,'Joaquina,'Bernal,'Vía Pedralbes 943,'Castilleja de la Cuesta,41950,652704963);"
62848586M;Francisco Manuel;Alcazar;Callejón Lorca 276;Castilleja de la Cuesta;41950;729658174;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('62848586M,'Francisco Manuel,'Alcazar,'Callejón Lorca 276,'Castilleja de la Cuesta,41950,729658174);"
41806092G;Maria Concepcion;Soler;Vía Iglesia 890;Castilleja de la Cuesta;41950;668398859;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('41806092G,'Maria Concepcion,'Soler,'Vía Iglesia 890,'Castilleja de la Cuesta,41950,668398859);"
25956293B;Asier;Ferrer;Vereda Nueva 999;Castilleja de la Cuesta;41950;615727297;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('25956293B,'Asier,'Ferrer,'Vereda Nueva 999,'Castilleja de la Cuesta,41950,615727297);"
83950130S;Gorka;Morillo;Avenida Horno 710;Castilleja de la Cuesta;41950;676088685;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('83950130S,'Gorka,'Morillo,'Avenida Horno 710,'Castilleja de la Cuesta,41950,676088685);"
01798619L;Nayara;Amaya;Travesía Ramón y Cajal 443;Gines;41960;651942530;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('01798619L,'Nayara,'Amaya,'Travesía Ramón y Cajal 443,'Gines,41960,651942530);"
52009626W;Guillermo;Heras;Corredera Miguel de Cervantes 459;Gines;41960;723189976;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('52009626W,'Guillermo,'Heras,'Corredera Miguel de Cervantes 459,'Gines,41960,723189976);"
34484177R;Juan;Aparicio;Rambla Doctor Fleming 705;Gines;41960;680207751;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('34484177R,'Juan,'Aparicio,'Rambla Doctor Fleming 705,'Gines,41960,680207751);"
26964904A;Alejandra;Rovira;Vereda Fuente 28;Gines;41960;653611136;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('26964904A,'Alejandra,'Rovira,'Vereda Fuente 28,'Gines,41960,653611136);"
93628513K;Sagrario;Crespo;Pasaje San Pedro 240;Gines;41960;682845460;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('93628513K,'Sagrario,'Crespo,'Pasaje San Pedro 240,'Gines,41960,682845460);"
71945966B;Andreu;Toro;Corredera San Roque 192;Gines;41960;688892950;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('71945966B,'Andreu,'Toro,'Corredera San Roque 192,'Gines,41960,688892950);"
31928354F;Ramiro;Nieto;Cuesta Diego Velázquez 996;Gines;41960;622704728;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('31928354F,'Ramiro,'Nieto,'Cuesta Diego Velázquez 996,'Gines,41960,622704728);"
44203211V;Eulalia;Bartolome;Corredera Santa Ana 530;Gines;41960;647780295;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('44203211V,'Eulalia,'Bartolome,'Corredera Santa Ana 530,'Gines,41960,647780295);"
17505538P;Enric;Gonzalez;Cuesta Real 926;Gines;41960;634326159;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('17505538P,'Enric,'Gonzalez,'Cuesta Real 926,'Gines,41960,634326159);"
85371325V;Maria Mercedes;Perez;Paseo San Antonio 172;Gines;41960;681761506;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('85371325V,'Maria Mercedes,'Perez,'Paseo San Antonio 172,'Gines,41960,681761506);"
93688768Q;Cristobal;Fraile;Paseo San Miguel 834;Gines;41960;678068942;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('93688768Q,'Cristobal,'Fraile,'Paseo San Miguel 834,'Gines,41960,678068942);"
44877412L;Jose Fernando;Mas;Pasaje Miguel de Cervantes 57;Gines;41960;683088982;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('44877412L,'Jose Fernando,'Mas,'Pasaje Miguel de Cervantes 57,'Gines,41960,683088982);"
16983131T;Christian;Angulo;Paseo Santa Ana 338;Gines;41960;635562098;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('16983131T,'Christian,'Angulo,'Paseo Santa Ana 338,'Gines,41960,635562098);"
02280166S;Marco;Rubio;Ronda Doctor Fleming 839;Gines;41960;655240600;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('02280166S,'Marco,'Rubio,'Ronda Doctor Fleming 839,'Gines,41960,655240600);"
23445887D;Mohammed;Estrada;Avenida Manuel de Falla 288;Gines;41960;788864441;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('23445887D,'Mohammed,'Estrada,'Avenida Manuel de Falla 288,'Gines,41960,788864441);"
24224577B;Asier;Vera;Rambla Antonio Machado 38;Gines;41960;648200558;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('24224577B,'Asier,'Vera,'Rambla Antonio Machado 38,'Gines,41960,648200558);"
40829652Y;Jose David;Vicente;Callejón San Antonio 454;Gines;41960;613962508;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('40829652Y,'Jose David,'Vicente,'Callejón San Antonio 454,'Gines,41960,613962508);"
91457301D;Gema;Chamorro;Vía Miguel Hernández 205;Gines;41960;688090684;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('91457301D,'Gema,'Chamorro,'Vía Miguel Hernández 205,'Gines,41960,688090684);"
70732625N;Jose Angel;Marquez;Cuesta Madrid 889;Gines;41960;642005316;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('70732625N,'Jose Angel,'Marquez,'Cuesta Madrid 889,'Gines,41960,642005316);"
28358495R;Jose Ramon;Font;Ronda Vicente Aleixandre 38;Gines;41960;692293129;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('28358495R,'Jose Ramon,'Font,'Ronda Vicente Aleixandre 38,'Gines,41960,692293129);"
29075033C;Maria Manuela;Heras;Calle Nueva 845;Gines;41960;689076924;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('29075033C,'Maria Manuela,'Heras,'Calle Nueva 845,'Gines,41960,689076924);"
36160046K;Jacinto;Salazar;Avenida Nueva 524;Gines;41960;634058249;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('36160046K,'Jacinto,'Salazar,'Avenida Nueva 524,'Gines,41960,634058249);"
28841552N;Benjamin;Alcaraz;Callejón María Zambrano 185;Gines;41960;680959913;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('28841552N,'Benjamin,'Alcaraz,'Callejón María Zambrano 185,'Gines,41960,680959913);"
04981504A;Gregorio;Luna;Corredera Pablo Picasso 846;Bormujo;41930;621598731;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('04981504A,'Gregorio,'Luna,'Corredera Pablo Picasso 846,'Bormujo,41930,621598731);"
86313556F;Luis Fernando;Maldonado;Rambla Rafael Murillo 492;Bormujo;41930;647386753;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('86313556F,'Luis Fernando,'Maldonado,'Rambla Rafael Murillo 492,'Bormujo,41930,647386753);"
46714150T;Anna Maria;Aragon;Pasaje Pedralbes 808;Bormujo;41930;612408354;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('46714150T,'Anna Maria,'Aragon,'Pasaje Pedralbes 808,'Bormujo,41930,612408354);"
06511612J;Alba;Robles;Travesía Lorca 124;Bormujo;41930;645903509;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('06511612J,'Alba,'Robles,'Travesía Lorca 124,'Bormujo,41930,645903509);"
26725270Y;Jon;Ruano;Camino Vicente Aleixandre 154;Bormujo;41930;607691963;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('26725270Y,'Jon,'Ruano,'Camino Vicente Aleixandre 154,'Bormujo,41930,607691963);"
25181207W;Igor;Barbero;Rambla Real 507;Bormujo;41930;762444604;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('25181207W,'Igor,'Barbero,'Rambla Real 507,'Bormujo,41930,762444604);"
64050975T;Maria Francisca;Burgos;Ronda San Miguel 168;Bormujo;41930;644254111;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('64050975T,'Maria Francisca,'Burgos,'Ronda San Miguel 168,'Bormujo,41930,644254111);"
77762783J;Jose Angel;Murillo;Rambla Diego Velázquez 999;Bormujo;41930;649327368;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('77762783J,'Jose Angel,'Murillo,'Rambla Diego Velázquez 999,'Bormujo,41930,649327368);"
02562540H;Marc;Romero;Rambla Pablo Picasso 17;Bormujo;41930;633949310;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('02562540H,'Marc,'Romero,'Rambla Pablo Picasso 17,'Bormujo,41930,633949310);"
34927341R;Maria Amparo;Mateu;Rambla San Pedro 859;Bormujo;41930;615488386;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('34927341R,'Maria Amparo,'Mateu,'Rambla San Pedro 859,'Bormujo,41930,615488386);"
07915030V;Arturo;Ferreiro;Corredera Miguel de Cervantes 806;Bormujo;41930;661403345;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('07915030V,'Arturo,'Ferreiro,'Corredera Miguel de Cervantes 806,'Bormujo,41930,661403345);"
02888610V;Montserrat;Garcia;Paseo Miguel de Cervantes 759;Bormujo;41930;734032351;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('02888610V,'Montserrat,'Garcia,'Paseo Miguel de Cervantes 759,'Bormujo,41930,734032351);"
73225294X;Carmen;Carrasco;Callejón Fuente 751;Bormujo;41930;677160901;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('73225294X,'Carmen,'Carrasco,'Callejón Fuente 751,'Bormujo,41930,677160901);"
17517667Q;Damian;Herrera;Camino San Isidro 507;Bormujo;41930;638030165;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('17517667Q,'Damian,'Herrera,'Camino San Isidro 507,'Bormujo,41930,638030165);"
63494547B;Ana;Barroso;Rambla Diego Velázquez 397;Bormujo;41930;692114951;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('63494547B,'Ana,'Barroso,'Rambla Diego Velázquez 397,'Bormujo,41930,692114951);"
71619533V;Juan Maria;Estevez;Callejón Mayor 247;Tomares;41910;631424434;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('71619533V,'Juan Maria,'Estevez,'Callejón Mayor 247,'Tomares,41910,631424434);"
91155332F;Jonathan;Domingo;Vereda Mayor 896;Tomares;41910;695645651;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('91155332F,'Jonathan,'Domingo,'Vereda Mayor 896,'Tomares,41910,695645651);"
65619695M;Jesus Maria;Pazos;Avenida Ramón y Cajal 820;Tomares;41910;604981354;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('65619695M,'Jesus Maria,'Pazos,'Avenida Ramón y Cajal 820,'Tomares,41910,604981354);"
62519981R;Ainara;Pastor;Ronda Rafael Alberti 330;Tomares;41910;631505919;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('62519981R,'Ainara,'Pastor,'Ronda Rafael Alberti 330,'Tomares,41910,631505919);"
75714105Z;Lorena;Lorenzo;Carrera San Juan 273;Tomares;41910;678697304;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('75714105Z,'Lorena,'Lorenzo,'Carrera San Juan 273,'Tomares,41910,678697304);"
31477659C;Luis Antonio;Del Pozo;Pasaje Clara Campoamor 719;Tomares;41910;668485639;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('31477659C,'Luis Antonio,'Del Pozo,'Pasaje Clara Campoamor 719,'Tomares,41910,668485639);"
76383539X;Juan Carlos;Lopez;Callejón San Isidro 887;Tomares;41910;674726725;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('76383539X,'Juan Carlos,'Lopez,'Callejón San Isidro 887,'Tomares,41910,674726725);"
69066981M;Celestino;Zambrano;Vía San Pedro 655;Tomares;41910;611252812;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('69066981M,'Celestino,'Zambrano,'Vía San Pedro 655,'Tomares,41910,611252812);"
35115857D;Mohammed;Herrero;Calle San Antonio 495;Tomares;41910;627173600;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('35115857D,'Mohammed,'Herrero,'Calle San Antonio 495,'Tomares,41910,627173600);"
20533579F;Mercedes;Alfaro;Calle Antonio Machado 759;Tomares;41910;730009299;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('20533579F,'Mercedes,'Alfaro,'Calle Antonio Machado 759,'Tomares,41910,730009299);"
44269659H;Agueda;Amador;Rambla San Pedro 810;Tomares;41910;607960254;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('44269659H,'Agueda,'Amador,'Rambla San Pedro 810,'Tomares,41910,607960254);"
61997745A;Rosa;Freire;Gran vía Miguel de Cervantes 841;Tomares;41910;628067863;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('61997745A,'Rosa,'Freire,'Gran vía Miguel de Cervantes 841,'Tomares,41910,628067863);"
41213652K;Luis Miguel;Baena;Paseo de España 28;Tomares;41910;621894220;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('41213652K,'Luis Miguel,'Baena,'Paseo de España 28,'Tomares,41910,621894220);"
82549590Z;Abel;Barrio;Pasaje Iglesia 310;Tomares;41910;649234278;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('82549590Z,'Abel,'Barrio,'Pasaje Iglesia 310,'Tomares,41910,649234278);"
36880464X;Anna Maria;Olmo;Cuesta Pedralbes 598;Tomares;41910;631668783;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('36880464X,'Anna Maria,'Olmo,'Cuesta Pedralbes 598,'Tomares,41910,631668783);"
09873778Q;Manuel Antonio;Soto;Cuesta Catalunya 433;Camas;41900;645144765;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('09873778Q,'Manuel Antonio,'Soto,'Cuesta Catalunya 433,'Camas,41900,645144765);"
60029346J;Lydia;Mohamed;Carrera Nueva 461;Camas;41900;604766341;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('60029346J,'Lydia,'Mohamed,'Carrera Nueva 461,'Camas,41900,604766341);"
92821815W;Iñaki;Escribano;Travesía San Roque 849;Camas;41900;681119880;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('92821815W,'Iñaki,'Escribano,'Travesía San Roque 849,'Camas,41900,681119880);"
60604304V;Remedios;Vergara;Gran vía de España 900;Camas;41900;627820048;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('60604304V,'Remedios,'Vergara,'Gran vía de España 900,'Camas,41900,627820048);"
00981714M;Maria Fernanda;Martos;Gran vía Doctor Fleming 32;Camas;41900;644472136;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('00981714M,'Maria Fernanda,'Martos,'Gran vía Doctor Fleming 32,'Camas,41900,644472136);"
16096378N;Francisco Javier;Huerta;Vereda Pablo Picasso 239;Camas;41900;611708250;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('16096378N,'Francisco Javier,'Huerta,'Vereda Pablo Picasso 239,'Camas,41900,611708250);"
44811249G;Aina;Aguirre;Avenida de España 422;Camas;41900;622795083;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('44811249G,'Aina,'Aguirre,'Avenida de España 422,'Camas,41900,622795083);"
19536071D;Hassan;Barrio;Pasaje Vicente Aleixandre 633;Camas;41900;637580043;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('19536071D,'Hassan,'Barrio,'Pasaje Vicente Aleixandre 633,'Camas,41900,637580043);"
18263722C;Aaron;Pino;Corredera Rafael Alberti 449;Camas;41900;628032701;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('18263722C,'Aaron,'Pino,'Corredera Rafael Alberti 449,'Camas,41900,628032701);"
40737272V;Jorge;Duque;Avenida San Pedro 581;Camas;41900;630518011;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('40737272V,'Jorge,'Duque,'Avenida San Pedro 581,'Camas,41900,630518011);"
19492840H;Luisa;Saavedra;Calle Manuel de Falla 600;Camas;41900;613273854;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('19492840H,'Luisa,'Saavedra,'Calle Manuel de Falla 600,'Camas,41900,613273854);"
14069522P;Neus;Singh;Callejón Manuel de Falla 513;Camas;41900;672563006;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('14069522P,'Neus,'Singh,'Callejón Manuel de Falla 513,'Camas,41900,672563006);"
53828849V;Ismael;Velez;Pasaje Santa Ana 432;Camas;41900;687195351;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('53828849V,'Ismael,'Velez,'Pasaje Santa Ana 432,'Camas,41900,687195351);"
53443892B;Carles;Domingo;Vereda San José 305;Castilleja de la Cuesta;41950;631004932;,';;,;");";INSERT INTO CLIENTE VALUES (';"INSERT INTO CLIENTE VALUES ('53443892B,'Carles,'Domingo,'Vereda San José 305,'Castilleja de la Cuesta,41950,631004932);"
